model,r2,rmse,mae,trend_actual_per_year,trend_pred_per_year,trend_bias_per_year,n_obs
RandomForest,0.6250968062452222,2.875918664438696,2.104525802067211,-0.24137353179181426,0.005075771763652,0.24644930355546676,61
