model,r2,rmse,mae,trend_actual_per_year,trend_pred_per_year,trend_bias_per_year,n_obs
LSTM,0.6264894433225041,2.8318543283084967,2.0301422542372882,-0.043987834117125944,0.04485724992738894,0.0888450840445157,59
