model,r2,rmse,mae,trend_actual_per_year,trend_pred_per_year,trend_bias_per_year,n_obs
Ridge,0.560409677104245,3.1141612108259418,2.346404255099084,-0.24137353179181426,-0.08812097625871902,0.1532525555330956,61
