model,r2,rmse,mae,trend_actual_per_year,trend_pred_per_year,trend_bias_per_year,n_obs
GradientBoosting,0.568876556426364,3.0840247096804925,2.405666628425432,-0.24137353179181426,0.3239544870736003,0.5653280188654148,61
