model,r2,rmse,mae,trend_actual_per_year,trend_pred_per_year,trend_bias_per_year,n_obs
Lasso,0.5694827481547038,3.0818557625644964,2.3249138181832665,-0.24137353179181426,-0.1235888627687053,0.11778466902310916,61
