,0
month_sin,0.3280898624153318
pm25_lag3,0.11682016221862383
month_cos,0.11635863352830009
pm25_lag1,0.10753270511893091
pm25_lag2,0.07400813797509954
surface_pressure,0.053290426799593935
pm25_rm_3,0.052261432400224656
pm25_rm_6,0.03089115561940389
surface_precipitation,0.02614810193450774
surface_wind_temp,0.01929452691340438
surface_air_temp,0.019025956906796572
pbl,0.017892812725662822
dew_temp,0.01721053296831731
surface_skin_temp,0.012235220846373157
pm25_rm_12,0.008940331629429562
