model,slope_actual,pval_actual,slope_pred,pval_pred,slope_bias,pval_bias,n_obs
LSTM,0.0870472613562728,0.0119611279164386,0.02732380794714216,0.3082212847216457,-0.05972345340913059,0.0020797711788158807,284
