model,slope_actual,pval_actual,slope_pred,pval_pred,slope_bias,pval_bias,n_obs
Ridge,0.07640109436351633,0.02019389519101124,0.0317461837494254,0.24437935636969638,-0.04465491061409093,0.006360318882495992,296
