model,slope_actual,pval_actual,slope_pred,pval_pred,slope_bias,pval_bias,n_obs
GradientBoosting,0.07640109436351633,0.02019389519101124,0.041919649579568494,0.143154188821902,-0.03448144478394785,0.006642269260389114,296
