,0
month_sin,0.26876829127516305
pm25_lag3,0.15685856397449602
pm25_lag1,0.11923642495843442
month_cos,0.10890372938402403
pm25_lag2,0.08604484033404476
surface_pressure,0.04507001806479919
pm25_rm_3,0.043127193606922354
pm25_rm_6,0.03285674514579169
surface_wind_temp,0.029842009987146298
surface_precipitation,0.019989272725724733
pm25_rm_12,0.019154163827400855
pbl,0.01879181252953388
dew_temp,0.018493145822636968
surface_skin_temp,0.01652205196160541
surface_air_temp,0.016341736402276406
