,0
surface_pressure,0.9278911068458656
month_cos,0.7047837365092017
pm25_rm_6,0.5277983772280374
pm25_lag1,0.2997963206477544
surface_air_temp,0.24739003921143773
surface_skin_temp,0.04921866367922052
pm25_rm_12,0.0108182508452415
surface_precipitation,0.008387060821681658
pbl,-0.007413727379545629
pm25_rm_3,-0.11075762200468883
pm25_lag2,-0.21066177848869855
surface_wind_temp,-0.2346386093168171
pm25_lag3,-0.42140740817319555
dew_temp,-0.42899582504532646
month_sin,-2.2566101032184473
