model,slope_actual,pval_actual,slope_pred,pval_pred,slope_bias,pval_bias,n_obs
LSTM,0.0870472613562728,0.0119611279164386,0.011471041343780011,0.6803570915294018,-0.07557622001249274,9.248157745901263e-05,284
