model,slope_actual,pval_actual,slope_pred,pval_pred,slope_bias,pval_bias,n_obs
Lasso,0.07640109436351633,0.02019389519101124,0.009317203037681543,0.7021030853637403,-0.06708389132583475,0.000598675908436892,296
