month,pm25,dew_temp,pbl,surface_air_temp,surface_pressure,surface_skin_temp,surface_wind_temp,surface_precipitation
2023-01-31,10.3,18.8394413,822.527039,23.0554447,914.548077,23.79133116,4.00154352,0.323468293
2023-02-28,13.7,19.1854191,840.507812,23.8341007,914.015971,24.42715567,3.96531558,0.284532195
2023-03-31,8.44,19.0331974,847.398254,23.2792606,914.298909,24.08332965,4.02866983,0.359204715
2023-04-30,5.66,18.1872196,892.007202,22.88064,915.221874,23.53902211,4.45818806,0.23214857
2023-05-31,6.6,15.5597477,1125.56152,22.4434147,917.629984,22.86746824,4.53981447,0.079342242
2023-06-30,10.4,12.7282352,1322.03137,21.9112797,918.339046,22.12717007,4.61115313,0.057793392
2023-07-31,14.8,11.158289,1329.59692,20.8062687,920.417434,21.50160418,5.63536024,0.021977024
2023-08-31,18.7,11.6875248,1433.68018,22.4776859,918.783363,23.6611379,5.78622723,0.039557199
2023-09-30,20.4,13.4559879,1467.84473,24.9116154,916.313821,26.65331155,5.20258474,0.090475853
2023-10-31,13.5,16.0222721,1281.88574,25.9038639,915.20011,27.94147251,5.16295052,0.130507272
2023-11-30,6.75,17.9823551,1037.47522,24.9124393,915.148716,26.7338851,4.63682032,0.29317397
2023-12-31,8.9,19.5867863,903.476135,24.5653629,914.767353,25.76864205,3.93753481,0.372820332
2024-01-31,13.5,19.6606388,825.001587,23.7032719,915.394293,24.45421203,4.11280203,0.376498635
2024-02-29,11.46275362,19.3067875,992.792664,25.0445194,915.362256,25.9829434,3.86513591,0.260806707
2024-03-31,11.46275362,19.6027775,908.406372,24.7548161,915.682573,25.68372363,4.23102856,0.238940139
2024-04-30,5.74,18.3897953,876.902405,23.4039249,916.065454,24.14863966,4.68697929,0.212481178
2024-05-31,8.87,15.081049,1173.65466,22.6659184,917.795871,23.26287566,5.17546129,0.075616269
2024-06-30,12.3,11.9131107,1280.29883,21.3013554,919.260652,21.69982507,5.45983648,0.028872197
2024-07-31,24.2,8.59911537,1392.50562,22.1935978,918.498633,21.99344571,4.65027332,0.025537576
2024-08-31,24.0,10.2242069,1431.45667,23.016016,918.289462,23.9518622,5.56770134,0.041084058
2024-09-30,19.0,12.2192631,1557.40625,24.8854313,916.799589,26.73982654,5.66494417,0.054822554
2024-10-31,12.7,14.7698612,1300.06592,24.9849186,916.065891,27.18126647,5.28433752,0.127129944
2024-11-30,9.9,18.0276432,1068.36279,25.1469669,914.900792,27.06416463,4.60828018,0.252903935
2024-12-31,12.1,18.5461979,1045.08118,24.9691715,914.976536,26.29286977,4.07905912,0.266871215
2025-01-31,13.3,19.5474796,809.855652,23.8121586,913.941505,24.5153376,4.09545755,0.334012073
2025-02-28,13.1,19.8308659,841.034729,24.2489567,913.586157,24.77592872,3.77409816,0.288213636
2025-03-31,10.5,19.5518131,852.786072,23.8330021,914.887506,24.53425525,4.12103891,0.28902141
2025-04-30,7.19,19.1393681,852.644836,23.3655643,915.854352,24.08682733,4.22632122,0.202460412
2025-05-31,6.35,16.1219425,998.167114,22.0687809,918.434849,22.70516756,5.03771353,0.119396505
2025-06-30,9.48,12.8483524,1255.198,21.5569096,919.412074,22.08963188,4.87139654,0.037856319
2025-07-31,12.7,11.1050053,1357.14771,20.842371,920.290114,21.75895543,5.47284842,0.035095444
2025-08-31,22.0,9.4906559,1472.69885,22.0576115,918.55661,22.95797686,5.36171961,0.037574072
