Datetime,Values
01/08/2016 0:00,918.985537
01/09/2016 0:00,917.235589
01/10/2016 0:00,915.131774
01/11/2016 0:00,915.098066
01/12/2016 0:00,914.814362
01/01/2017 0:00,914.296013
01/02/2017 0:00,914.364865
01/03/2017 0:00,915.099565
01/04/2017 0:00,916.67819
01/05/2017 0:00,918.176395
01/06/2017 0:00,918.770372
01/07/2017 0:00,919.466782
01/08/2017 0:00,918.052692
01/09/2017 0:00,917.046304
01/10/2017 0:00,915.079824
01/11/2017 0:00,914.794468
01/12/2017 0:00,914.672791
01/01/2018 0:00,914.15585
01/02/2018 0:00,913.756337
01/03/2018 0:00,914.517974
01/04/2018 0:00,916.019417
01/05/2018 0:00,917.420323
01/06/2018 0:00,919.493231
01/07/2018 0:00,920.465604
01/08/2018 0:00,918.395627
01/09/2018 0:00,916.167918
01/10/2018 0:00,916.22946
01/11/2018 0:00,915.03079
01/12/2018 0:00,915.049724
01/01/2019 0:00,914.804041
01/02/2019 0:00,914.791237
01/03/2019 0:00,914.904104
01/04/2019 0:00,915.830001
01/05/2019 0:00,917.477286
01/06/2019 0:00,919.524619
01/07/2019 0:00,918.91325
01/08/2019 0:00,918.884325
01/09/2019 0:00,917.239687
01/10/2019 0:00,914.858741
01/11/2019 0:00,914.215294
01/12/2019 0:00,914.250166
01/01/2020 0:00,914.581033
01/02/2020 0:00,914.963477
01/03/2020 0:00,915.161839
01/04/2020 0:00,916.437112
01/05/2020 0:00,918.721252
01/06/2020 0:00,919.198247
01/07/2020 0:00,918.948088
01/08/2020 0:00,917.433486
01/09/2020 0:00,916.504376
01/10/2020 0:00,915.374113
01/11/2020 0:00,914.784322
01/12/2020 0:00,914.371688
01/01/2021 0:00,913.685419
01/02/2021 0:00,913.797743
01/03/2021 0:00,914.251706
01/04/2021 0:00,916.519599
01/05/2021 0:00,918.041638
01/06/2021 0:00,919.193264
01/07/2021 0:00,920.401125
01/08/2021 0:00,918.18699
01/09/2021 0:00,916.792085
01/10/2021 0:00,915.336137
01/11/2021 0:00,914.471019
01/12/2021 0:00,914.634225
01/01/2022 0:00,914.250017
01/02/2022 0:00,914.087003
01/03/2022 0:00,913.947063
01/04/2022 0:00,914.988337
01/05/2022 0:00,917.998709
01/06/2022 0:00,918.929706
01/07/2022 0:00,919.27372
01/08/2022 0:00,917.536873
01/09/2022 0:00,916.92708
01/10/2022 0:00,915.836648
01/11/2022 0:00,914.873488
01/12/2022 0:00,914.432101
01/01/2023 0:00,914.548077
01/02/2023 0:00,914.015971
01/03/2023 0:00,914.298909
01/04/2023 0:00,915.221874
01/05/2023 0:00,917.629984
01/06/2023 0:00,918.339046
01/07/2023 0:00,920.417434
01/08/2023 0:00,918.783363
01/09/2023 0:00,916.313821
01/10/2023 0:00,915.20011
01/11/2023 0:00,915.148716
01/12/2023 0:00,914.767353
01/01/2024 0:00,915.394293
01/02/2024 0:00,915.362256
01/03/2024 0:00,915.682573
01/04/2024 0:00,916.065454
01/05/2024 0:00,917.795871
01/06/2024 0:00,919.260652
01/07/2024 0:00,918.498633
01/08/2024 0:00,918.289462
01/09/2024 0:00,916.799589
01/10/2024 0:00,916.065891
01/11/2024 0:00,914.900792
01/12/2024 0:00,914.976536
01/01/2025 0:00,913.941505
01/02/2025 0:00,913.586157
01/03/2025 0:00,914.887506
01/04/2025 0:00,915.854352
01/05/2025 0:00,918.434849
01/06/2025 0:00,919.412074
01/07/2025 0:00,920.290114
01/08/2025 0:00,918.55661
